date,nrides,Temperature,WindSpeed,Precipitation,SnowDepth,day,weekend,LD,timept
12/6/2017,13978,37,7.6,0,0,Wednesday,0,9.383333333,1640.00
12/7/2017,13727,33,6.6,0,0,Thursday,0,9.366666667,1641.00
12/8/2017,12586,30,4.9,0,0,Friday,0,9.35,1642.00
12/9/2017,3190,30,4.2,0.46,0,Saturday,1,9.333333333,1643.00
12/10/2017,6074,30,6.5,0,4,Sunday,1,9.316666667,1644.00
12/11/2017,12725,32,5.4,0,2,Monday,0,9.3,1645.00
12/12/2017,12735,38,7.3,0.003,0.003,Tuesday,0,9.283333333,1646.00
12/13/2017,9776,20,10.7,0,0,Wednesday,0,9.3,1647.00
12/14/2017,8267,23,5.9,0.09,1,Thursday,0,9.283333333,1648.00
12/15/2017,6664,21,3.9,0.11,1,Friday,0,9.266666667,1649.00
12/16/2017,5675,28,6.8,0,2,Saturday,1,9.25,1650.00
12/17/2017,6733,30,2.9,0,1,Sunday,1,9.266666667,1651.00
12/18/2017,11946,37,4.8,0.02,0.003,Monday,0,9.25,1652.00
12/19/2017,15112,44,7.5,0,0,Tuesday,0,9.25,1653.00
12/20/2017,12679,35,7.3,0,0,Wednesday,0,9.25,1654.00
12/21/2017,11592,29,4.1,0,0,Thursday,0,9.233333333,1655.00
12/22/2017,10487,36,4.1,0,0,Friday,0,9.25,1656.00
12/23/2017,2921,41,4.8,0.49,0,Saturday,1,9.233333333,1657.00
12/24/2017,3989,34,7.8,0.01,0,Sunday,1,9.25,1658.00
12/25/2017,1938,30,10.9,0.23,0,Monday,0,9.266666667,1659.00
12/26/2017,4216,20,8.8,0,0,Tuesday,0,9.25,1660.00
12/27/2017,5013,16,6.3,0,0,Wednesday,0,9.266666667,1661.00
12/28/2017,3949,11,8.1,0,0,Thursday,0,9.283333333,1662.00
12/29/2017,4008,13,6.8,0,0,Friday,0,9.266666667,1663.00
12/30/2017,1801,18,5.3,0.05,0,Saturday,1,9.283333333,1664.00
12/31/2017,2018,11,9.2,0,0.003,Sunday,1,9.3,1665.00
1/1/2018,1724,10,7.8,0,0.003,Monday,0,9.316666667,1666.00
1/2/2018,5495,15,8.1,0,0,Tuesday,0,9.333333333,1667.00
1/3/2018,7157,18,3.2,0,0.003,Wednesday,0,9.35,1668.00
1/4/2018,553,21,12.5,0.76,1,Thursday,0,9.366666667,1669.00
1/5/2018,1427,9,12.9,0,7,Friday,0,9.383333333,1670.00
1/6/2018,1315,7,10.9,0,6,Saturday,1,9.4,1671.00
1/7/2018,1682,9,6.4,0,6,Sunday,1,9.4,1672.00
1/8/2018,4748,22,5.9,0.01,5,Monday,0,9.416666667,1673.00
1/9/2018,7421,32,6.6,0,5,Tuesday,0,9.433333333,1674.00
1/10/2018,8396,32,4.2,0,4,Wednesday,0,9.45,1675.00
1/11/2018,9967,44,3.2,0,3,Thursday,0,9.483333333,1676.00
1/12/2018,6472,55,6.9,0.54,0.003,Friday,0,9.516666667,1677.00
1/13/2018,5344,32,9.7,0.05,0,Saturday,1,9.533333333,1678.00
1/14/2018,3663,14,8,0,0,Sunday,1,9.55,1679.00
1/15/2018,5214,20,8,0,0,Monday,0,9.583333333,1680.00
1/16/2018,9095,29,4,0,0,Tuesday,0,9.6,1681.00
1/17/2018,5558,29,6,0.19,0,Wednesday,0,9.633333333,1682.00
1/18/2018,8172,21,7.8,0,0.003,Thursday,0,9.65,1683.00
1/19/2018,9162,27,5.4,0,0.003,Friday,0,9.683333333,1684.00
1/20/2018,8812,37,8.4,0,0.003,Saturday,1,9.716666667,1685.00
1/21/2018,8511,40,2.9,0,0,Sunday,1,9.75,1686.00
1/22/2018,11191,41,5.3,0.01,0,Monday,0,9.766666667,1687.00
1/23/2018,8717,46,6.2,0.3,0,Tuesday,0,9.8,1688.00
1/24/2018,11021,32,9.4,0,0,Wednesday,0,9.833333333,1689.00
1/25/2018,9598,22,6.8,0,0,Thursday,0,9.883333333,1690.00
1/26/2018,9880,25,3.7,0,0,Friday,0,9.9,1691.00
1/27/2018,10405,41,6.4,0,0,Saturday,1,9.933333333,1692.00
1/28/2018,6150,46,3.9,0.21,0,Sunday,1,9.966666667,1693.00
1/29/2018,11242,36,9.2,0.003,0,Monday,0,10.01666667,1694.00
1/30/2018,8421,28,7.6,0.11,0,Tuesday,0,10.05,1695.00
1/31/2018,9638,21,6.6,0,0,Wednesday,0,10.08333333,1696.00
2/1/2018,10656,34,3.8,0.05,0,Thursday,0,10.11666667,1697.00
2/2/2018,7977,23,9.2,0.18,0,Friday,0,10.15,1698.00
2/3/2018,5516,19,7.7,0,0,Saturday,1,10.2,1699.00
2/4/2018,4256,34,4,0.96,0,Sunday,1,10.23333333,1700.00
2/5/2018,8908,28,7.7,0.003,0,Monday,0,10.26666667,1701.00
2/6/2018,10355,27,4,0,0,Tuesday,0,10.3,1702.00
2/7/2018,4617,32,6.8,0.85,0,Wednesday,0,10.35,1703.00
2/8/2018,9365,25,6.8,0,0,Thursday,0,10.38333333,1704.00
2/9/2018,9361,27,5,0,0,Friday,0,10.41666667,1705.00
2/10/2018,4880,43,2.3,0.58,0,Saturday,1,10.45,1706.00
2/11/2018,2667,50,3.2,1.21,0,Sunday,1,10.51666667,1707.00
2/12/2018,10317,38,7.2,0,0,Monday,0,10.55,1708.00
2/13/2018,10474,27,5.5,0,0,Tuesday,0,10.58333333,1709.00
2/14/2018,11731,39,5.3,0.08,0,Wednesday,0,10.61666667,1710.00
2/15/2018,13355,50,5.1,0.16,0,Thursday,0,10.66666667,1711.00
2/16/2018,8773,47,6.9,0.09,0,Friday,0,10.71666667,1712.00
2/17/2018,5451,29,4.4,0.52,0,Saturday,1,10.75,1713.00
2/18/2018,6398,34,5.8,0.01,3,Sunday,1,10.8,1714.00
2/19/2018,7679,41,4.2,0.04,0,Monday,0,10.83333333,1715.00
2/20/2018,13362,54,6.1,0,0,Tuesday,0,10.86666667,1716.00
2/21/2018,15871,60,5.9,0.06,0,Wednesday,0,10.93333333,1717.00
2/22/2018,8081,40,8.2,0.17,0,Thursday,0,10.96666667,1718.00
2/23/2018,7901,37,6.2,0.06,0,Friday,0,11.01666667,1719.00
2/24/2018,7731,44,5.3,0.08,0,Saturday,1,11.05,1720.00
2/25/2018,4930,41,6.3,0.73,0,Sunday,1,11.1,1721.00
2/26/2018,12848,40,4.4,0,0,Monday,0,11.13333333,1722.00
2/27/2018,14784,37,4.5,0,0,Tuesday,0,11.2,1723.00
2/28/2018,15496,42,5.1,0,0,Wednesday,0,11.23333333,1724.00
3/1/2018,13987,47,5.2,0.38,0,Thursday,0,11.28333333,1725.00
3/2/2018,2106,36,10.5,1.86,0,Friday,0,11.31666667,1726.00
3/3/2018,8494,36,11.2,0,0,Saturday,1,11.36666667,1727.00
3/4/2018,7819,34,9.5,0,0,Sunday,1,11.4,1728.00
3/5/2018,11259,32,7.1,0,0,Monday,0,11.45,1729.00
3/6/2018,13076,34,4.7,0.003,0,Tuesday,0,11.5,1730.00
3/7/2018,2510,34,10,1.41,0,Wednesday,0,11.55,1731.00
3/8/2018,8555,32,6.1,0.003,3,Thursday,0,11.6,1732.00
3/9/2018,10421,31,7.9,0,2,Friday,0,11.63333333,1733.00
3/10/2018,7896,30,8.4,0,0.003,Saturday,1,11.68333333,1734.00
3/11/2018,8343,31,5.3,0,0,Sunday,1,11.71666667,1735.00
3/12/2018,11075,33,8.5,0.08,0,Monday,0,11.76666667,1736.00
3/13/2018,7001,32,8.6,0.28,0.003,Tuesday,0,11.81666667,1737.00
3/14/2018,10655,30,10.9,0.01,0,Wednesday,0,11.85,1738.00
3/15/2018,11932,32,10.1,0,0,Thursday,0,11.9,1739.00
3/16/2018,10391,29,9.9,0,0,Friday,0,11.95,1740.00
3/17/2018,8286,29,7.7,0,0,Saturday,1,12,1741.00
3/18/2018,7518,27,6.3,0,0,Sunday,1,12.05,1742.00
3/19/2018,11921,30,5.8,0,0,Monday,0,12.1,1743.00
3/20/2018,10710,28,9,0.003,0,Tuesday,0,12.13333333,1744.00
3/21/2018,1138,31,10.7,0.99,0,Wednesday,0,12.18333333,1745.00
3/22/2018,8404,34,6.8,0.06,8,Thursday,0,12.23333333,1746.00
3/23/2018,11801,34,5.6,0.003,1,Friday,0,12.26666667,1747.00
3/24/2018,10492,33,6.1,0,0,Saturday,1,12.31666667,1748.00
3/25/2018,7730,33,8.2,0,0,Sunday,1,12.36666667,1749.00
3/26/2018,12323,33,5.8,0,0,Monday,0,12.4,1750.00
3/27/2018,12919,33,3.4,0.01,0,Tuesday,0,12.45,1751.00
3/28/2018,12591,42,4,0.03,0,Wednesday,0,12.48333333,1752.00
3/29/2018,11846,48,2.8,0.03,0,Thursday,0,12.53333333,1753.00
3/30/2018,10589,48,4,0.03,0,Friday,0,12.58333333,1754.00
3/31/2018,12213,36,6.4,0,0,Saturday,1,12.61666667,1755.00
4/1/2018,9934,41,6.7,0,0,Sunday,1,12.66666667,1756.00
4/2/2018,6515,35,5.8,0.59,5,Monday,0,12.71666667,1757.00
4/3/2018,7635,39,4.6,0.26,0.003,Tuesday,0,12.76666667,1758.00
4/4/2018,10832,42,8.6,0.04,0,Wednesday,0,12.81666667,1759.00
4/5/2018,11944,31,8.8,0,0,Thursday,0,12.86666667,1760.00
4/6/2018,10671,40,4.8,0.11,0,Friday,0,12.9,1761.00
4/7/2018,10004,34,7.4,0,0,Saturday,1,12.95,1762.00
4/8/2018,8338,30,8.5,0,0,Sunday,1,12.98333333,1763.00
4/9/2018,11806,32,5.4,0.003,0,Monday,0,13.03333333,1764.00
4/10/2018,12943,37,4.8,0.01,0,Tuesday,0,13.08333333,1765.00
4/11/2018,14991,37,3.7,0,0,Wednesday,0,13.11666667,1766.00
4/12/2018,16377,46,5.5,0,0,Thursday,0,13.16666667,1767.00
4/13/2018,19385,56,5.5,0,0,Friday,0,13.2,1768.00
4/14/2018,19054,54,7.3,0,0,Saturday,1,13.25,1769.00
4/15/2018,6140,37,12.4,0.47,0,Sunday,1,13.28333333,1770.00
4/16/2018,8132,46,11.3,2.82,0,Monday,0,13.33333333,1771.00
4/17/2018,13320,37,8.4,0.003,0,Tuesday,0,13.38333333,1772.00
4/18/2018,15441,38,6.4,0,0,Wednesday,0,13.41666667,1773.00
4/19/2018,11492,39,7.6,0.15,0,Thursday,0,13.46666667,1774.00
4/20/2018,14171,35,8.5,0,0,Friday,0,13.5,1775.00
4/21/2018,19591,39,5.8,0,0,Saturday,1,13.55,1776.00
4/22/2018,16447,41,4.2,0,0,Sunday,1,13.58333333,1777.00
4/23/2018,17414,44,4.5,0,0,Monday,0,13.63333333,1778.00
4/24/2018,17686,49,4.3,0.05,0,Tuesday,0,13.68333333,1779.00
4/25/2018,9392,55,3.9,0.95,0,Wednesday,0,13.71666667,1780.00
4/26/2018,19577,53,4.8,0.1,0,Thursday,0,13.76666667,1781.00
4/27/2018,11589,50,2.4,0.05,0,Friday,0,13.8,1782.00
4/28/2018,17062,53,3.4,0.1,0,Saturday,1,13.83333333,1783.00
4/29/2018,13455,45,5.7,0.08,0,Sunday,1,13.88333333,1784.00
4/30/2018,12078,42,5.2,0.003,0,Monday,0,13.91666667,1785.00
5/1/2018,21809,49,4.3,0,0,Tuesday,0,13.95,1786.00
5/2/2018,23053,57,5.4,0,0,Wednesday,0,14,1787.00
5/3/2018,20889,64,5.4,0.02,0,Thursday,0,14.03333333,1788.00
5/4/2018,21543,67,3.5,0.003,0,Friday,0,14.06666667,1789.00
5/5/2018,19036,54,4.8,0.003,0,Saturday,1,14.1,1790.00
5/6/2018,15008,55,3.8,0.003,0,Sunday,1,14.13333333,1791.00
5/7/2018,20528,55,2.1,0,0,Monday,0,14.18333333,1792.00
5/8/2018,22572,54,1.7,0,0,Tuesday,0,14.21666667,1793.00
5/9/2018,23145,55,2.3,0,0,Wednesday,0,14.25,1794.00
5/10/2018,20230,57,2.7,0.25,0,Thursday,0,14.28333333,1795.00
5/11/2018,22345,53,3.5,0.003,0,Friday,0,14.31666667,1796.00
5/12/2018,10495,52,3.6,0.22,0,Saturday,1,14.35,1797.00
5/13/2018,7797,51,2.4,0.1,0,Sunday,1,14.38333333,1798.00
5/14/2018,19290,57,1.4,0.03,0,Monday,0,14.41666667,1799.00
5/15/2018,15790,66,2.7,0.58,0,Tuesday,0,14.45,1800.00
5/16/2018,9704,58,2.5,0.34,0,Wednesday,0,14.48333333,1801.00
5/17/2018,14924,61,1.2,0.22,0,Thursday,0,14.51666667,1802.00
5/18/2018,18961,54,5.9,0,0,Friday,0,14.55,1803.00
5/19/2018,5513,52,4.1,0.65,0,Saturday,1,14.58333333,1804.00
5/20/2018,17099,64,3.8,0.003,0,Sunday,1,14.61666667,1805.00
5/21/2018,21604,57,2.4,0,0,Monday,0,14.63333333,1806.00
5/22/2018,14590,57,0.9,0.29,0,Tuesday,0,14.66666667,1807.00
5/23/2018,21962,61,2.4,0.29,0,Wednesday,0,14.7,1808.00
5/24/2018,22192,58,3,0,0,Thursday,0,14.71666667,1809.00
5/25/2018,20722,63,5.2,0,0,Friday,0,14.73333333,1810.00
5/26/2018,15527,71,2,0,0,Saturday,1,14.76666667,1811.00
5/27/2018,7828,59,8.3,0.44,0,Sunday,1,14.8,1812.00
5/28/2018,14704,57,1.8,0,0,Monday,0,14.81666667,1813.00
5/29/2018,20839,68,1.2,0,0,Tuesday,0,14.85,1814.00
5/30/2018,21455,64,2.3,0,0,Wednesday,0,14.85,1815.00
5/31/2018,16768,64,2.1,0.1,0,Thursday,0,14.88333333,1816.00
6/1/2018,19112,69,0.9,0.27,0,Friday,0,14.9,1817.00
6/2/2018,18398,71,3.8,0.08,0,Saturday,1,14.93333333,1818.00
6/3/2018,15228,56,5.9,0.25,0,Sunday,1,14.93333333,1819.00
6/4/2018,17855,57,3.7,0.16,0,Monday,0,14.95,1820.00
6/5/2018,21639,57,3.8,0.003,0,Tuesday,0,14.98333333,1821.00
6/6/2018,21107,56,2.7,0,0,Wednesday,0,14.98333333,1822.00
6/7/2018,20694,58,2.5,0,0,Thursday,0,15,1823.00
6/8/2018,22055,64,3,0,0,Friday,0,15,1824.00
6/9/2018,19808,63,1.7,0,0,Saturday,1,15.03333333,1825.00
6/10/2018,12865,59,1,0.01,0,Sunday,1,15.05,1826.00
6/11/2018,20271,56,3.2,0,0,Monday,0,15.05,1827.00
6/12/2018,23110,56,3.3,0,0,Tuesday,0,15.06666667,1828.00
6/13/2018,19000,66,3.6,0.04,0,Wednesday,0,15.06666667,1829.00
6/14/2018,22430,61,7,0.003,0,Thursday,0,15.06666667,1830.00
6/15/2018,21395,59,3.1,0,0,Friday,0,15.08333333,1831.00
6/16/2018,18638,61,2.2,0,0,Saturday,1,15.08333333,1832.00
6/17/2018,16405,64,1.8,0,0,Sunday,1,15.1,1833.00
6/18/2018,18983,72,5.5,0.08,0,Monday,0,15.1,1834.00
6/19/2018,21281,69,3.9,0.07,0,Tuesday,0,15.1,1835.00
6/20/2018,21910,64,1.6,0.09,0,Wednesday,0,15.1,1836.00
6/21/2018,20823,66,2,0.59,0,Thursday,0,15.1,1837.00
6/22/2018,21184,63,4.6,0.1,0,Friday,0,15.1,1838.00
6/23/2018,15181,61,4.9,0.003,0,Saturday,1,15.1,1839.00
6/24/2018,16247,69,2.2,0.003,0,Sunday,1,15.1,1840.00
6/25/2018,21467,62,5,0,0,Monday,0,15.08333333,1841.00
6/26/2018,23545,61,3.8,0,0,Tuesday,0,15.08333333,1842.00
6/27/2018,20010,64,3.5,0.01,0,Wednesday,0,15.08333333,1843.00
6/28/2018,14538,72,3,1.36,0,Thursday,0,15.06666667,1844.00
6/29/2018,20564,69,2.6,0,0,Friday,0,15.06666667,1845.00
6/30/2018,15898,69,2.2,0,0,Saturday,1,15.05,1846.00
7/1/2018,13106,75,2.9,0,0,Sunday,1,15.05,1847.00
7/2/2018,17263,75,2.1,0,0,Monday,0,15.03333333,1848.00
7/3/2018,16191,77,1,0.01,0,Tuesday,0,15.03333333,1849.00
7/4/2018,14354,75,1,0,0,Wednesday,0,15.01666667,1850.00
7/5/2018,17635,75,2.9,0,0,Thursday,0,15,1851.00
7/6/2018,14963,71,4,0.23,0,Friday,0,14.98333333,1852.00
7/7/2018,17574,57,5.3,0,0,Saturday,1,14.98333333,1853.00
7/8/2018,17332,60,1.9,0,0,Sunday,1,14.95,1854.00
7/9/2018,20930,65,2.7,0,0,Monday,0,14.93333333,1855.00
7/10/2018,21429,68,3.7,0,0,Tuesday,0,14.93333333,1856.00
7/11/2018,21644,69,2.6,0,0,Wednesday,0,14.9,1857.00
7/12/2018,22026,65,1.4,0.71,0,Thursday,0,14.88333333,1858.00
7/13/2018,20901,65,2.1,0,0,Friday,0,14.85,1859.00
7/14/2018,18189,68,3.5,0.36,0,Saturday,1,14.85,1860.00
7/15/2018,15671,71,3.4,0.64,0,Sunday,1,14.81666667,1861.00
7/16/2018,19770,75,2.3,0,0,Monday,0,14.8,1862.00
7/17/2018,14587,73,2.6,2.24,0,Tuesday,0,14.76666667,1863.00
7/18/2018,22257,65,3.3,0,0,Wednesday,0,14.73333333,1864.00
7/19/2018,23052,61,2.3,0,0,Thursday,0,14.73333333,1865.00
7/20/2018,21623,66,1.9,0,0,Friday,0,14.7,1866.00
7/21/2018,15542,64,5.9,0.63,0,Saturday,1,14.66666667,1867.00
7/22/2018,12741,73,3.3,1.06,0,Sunday,1,14.63333333,1868.00
7/23/2018,15704,74,4.4,0.17,0,Monday,0,14.6,1869.00
7/24/2018,20733,75,5.2,0.02,0,Tuesday,0,14.58333333,1870.00
7/25/2018,12555,74,3.7,0.73,0,Wednesday,0,14.55,1871.00
7/26/2018,20466,73,3.3,0.03,0,Thursday,0,14.53333333,1872.00
7/27/2018,14112,73,2.4,0.25,0,Friday,0,14.5,1873.00
7/28/2018,18170,71,1,0,0,Saturday,1,14.46666667,1874.00
7/29/2018,18739,66,1.9,0,0,Sunday,1,14.43333333,1875.00
7/30/2018,20164,67,1.3,0.37,0,Monday,0,14.4,1876.00
7/31/2018,22012,68,1.6,0,0,Tuesday,0,14.36666667,1877.00
8/1/2018,18527,75,2.4,0.1,0,Wednesday,0,14.33333333,1878.00
8/2/2018,20389,74,2.7,0.51,0,Thursday,0,14.3,1879.00
8/3/2018,18153,74,2.3,0.24,0,Friday,0,14.25,1880.00
8/4/2018,14973,73,2.7,0.74,0,Saturday,1,14.21666667,1881.00
8/5/2018,17050,72,1.2,0,0,Sunday,1,14.18333333,1882.00
8/6/2018,19240,75,2.1,0,0,Monday,0,14.15,1883.00
8/7/2018,18846,76,3.7,0.05,0,Tuesday,0,14.11666667,1884.00
8/8/2018,20775,74,1.5,0,0,Wednesday,0,14.08333333,1885.00
8/9/2018,20936,72,3,0.61,0,Thursday,0,14.03333333,1886.00
8/10/2018,20267,70,1.3,0.003,0,Friday,0,14,1887.00
8/11/2018,10644,72,2,2.9,0,Saturday,1,13.96666667,1888.00
8/12/2018,17273,73,2.8,0.003,0,Sunday,1,13.91666667,1889.00
8/13/2018,12961,71,3.3,0.66,0,Monday,0,13.88333333,1890.00
8/14/2018,18375,71,2.8,0.79,0,Tuesday,0,13.85,1891.00
8/15/2018,21018,71,4.3,0,0,Wednesday,0,13.8,1892.00
8/16/2018,20598,73,3,0,0,Thursday,0,13.76666667,1893.00
8/17/2018,18714,75,3,1.04,0,Friday,0,13.71666667,1894.00
8/18/2018,17024,73,3.9,0.07,0,Saturday,1,13.68333333,1895.00
8/19/2018,13397,66,4.7,0.02,0,Sunday,1,13.65,1896.00
8/20/2018,19775,66,2.7,0.003,0,Monday,0,13.6,1897.00
8/21/2018,21939,67,3.6,0.11,0,Tuesday,0,13.56666667,1898.00
8/22/2018,21119,70,4.1,0.72,0,Wednesday,0,13.51666667,1899.00
8/23/2018,21465,62,3.7,0.003,0,Thursday,0,13.48333333,1900.00
8/24/2018,21935,63,1.2,0,0,Friday,0,13.43333333,1901.00
8/25/2018,19230,64,1.8,0,0,Saturday,1,13.4,1902.00
8/26/2018,17974,69,3.3,0,0,Sunday,1,13.35,1903.00
8/27/2018,19878,73,2.5,0,0,Monday,0,13.31666667,1904.00
8/28/2018,19498,76,3.9,0,0,Tuesday,0,13.26666667,1905.00
8/29/2018,19613,76,4.8,0,0,Wednesday,0,13.21666667,1906.00
8/30/2018,19935,73,4.5,0,0,Thursday,0,13.18333333,1907.00
8/31/2018,17134,68,3.7,0.03,0,Friday,0,13.13333333,1908.00
9/1/2018,16117,66,2.5,0,0,Saturday,1,13.1,1909.00
9/2/2018,18122,70,1.9,0,0,Sunday,1,13.06666667,1910.00
9/3/2018,15971,76,2.6,0,0,Monday,0,13.01666667,1911.00
9/4/2018,20174,74,2,0,0,Tuesday,0,12.98333333,1912.00
9/5/2018,22014,75,1.3,0,0,Wednesday,0,12.93333333,1913.00
9/6/2018,20206,76,3,0.36,0,Thursday,0,12.88333333,1914.00
9/7/2018,21649,69,6.2,0.003,0,Friday,0,12.85,1915.00
9/8/2018,17283,61,6.2,0.02,0,Saturday,1,12.8,1916.00
9/9/2018,5958,56,6,0.45,0,Sunday,1,12.75,1917.00
9/10/2018,7042,59,6.9,0.93,0,Monday,0,12.71666667,1918.00
9/11/2018,19768,67,1.4,0.02,0,Tuesday,0,12.66666667,1919.00
9/12/2018,16060,72,0.3,0.15,0,Wednesday,0,12.61666667,1920.00
9/13/2018,21815,69,NA,0.13,0,Thursday,0,12.58333333,1921.00
9/14/2018,21570,68,NA,0.003,0,Friday,0,12.53333333,1922.00
9/15/2018,21227,67,NA,0,0,Saturday,1,12.48333333,1923.00
9/16/2018,20248,68,NA,0,0,Sunday,1,12.45,1924.00
9/17/2018,20535,70,0,0.01,0,Monday,0,12.4,1925.00
9/18/2018,15339,72,2,1.19,0,Tuesday,0,12.35,1926.00
9/19/2018,21615,68,3.5,0.003,0,Wednesday,0,12.31666667,1927.00
9/20/2018,22208,63,2.4,0,0,Thursday,0,12.26666667,1928.00
9/21/2018,21597,65,2.1,0,0,Friday,0,12.21666667,1929.00
9/22/2018,19829,61,5.1,0,0,Saturday,1,12.16666667,1930.00
9/23/2018,16025,58,3.1,0.003,0,Sunday,1,12.13333333,1931.00
9/24/2018,20827,57,7.2,0,0,Monday,0,12.08333333,1932.00
9/25/2018,7313,65,3.4,1.95,0,Tuesday,0,12.03333333,1933.00
9/26/2018,20053,73,1.7,0.21,0,Wednesday,0,12,1934.00
9/27/2018,21555,59,4.3,0.003,0,Thursday,0,11.95,1935.00
9/28/2018,16611,58,3.8,0.77,0,Friday,0,11.9,1936.00
9/29/2018,20393,58,2.5,0,0,Saturday,1,11.86666667,1937.00
9/30/2018,19369,57,2.4,0,0,Sunday,1,11.81666667,1938.00
10/1/2018,21301,66,1.9,0,0,Monday,0,11.76666667,1939.00
10/2/2018,21609,68,2.1,0.69,0,Tuesday,0,11.73333333,1940.00
10/3/2018,22335,63,2.4,0,0,Wednesday,0,11.68333333,1941.00
10/4/2018,20501,66,0.8,0.04,0,Thursday,0,11.63333333,1942.00
10/5/2018,21744,59,3.6,0,0,Friday,0,11.6,1943.00
10/6/2018,16799,63,1.2,0,0,Saturday,1,11.55,1944.00
10/7/2018,18096,70,2.4,0,0,Sunday,1,11.5,1945.00
10/8/2018,16715,65,4.1,0,0,Monday,0,11.46666667,1946.00
10/9/2018,21685,69,0.7,0.003,0,Tuesday,0,11.41666667,1947.00
10/10/2018,21674,70,2.6,0,0,Wednesday,0,11.38333333,1948.00
10/11/2018,13182,70,1.4,0.84,0,Thursday,0,11.31666667,1949.00
10/12/2018,19095,52,5.7,0.43,0,Friday,0,11.28333333,1950.00
10/13/2018,15244,46,NA,0.1,0,Saturday,1,11.23333333,1951.00
10/14/2018,15219,47,NA,0,0,Sunday,1,11.18333333,1952.00
10/15/2018,16605,59,NA,0.05,0,Monday,0,11.15,1953.00
10/16/2018,18346,45,NA,0.01,0,Tuesday,0,11.1,1954.00
10/17/2018,18863,45,NA,0,0,Wednesday,0,11.06666667,1955.00
10/18/2018,17418,37,NA,0,0,Thursday,0,11.01666667,1956.00
10/19/2018,18116,45,NA,0,0,Friday,0,10.98333333,1957.00
10/20/2018,15707,52,NA,0.06,0,Saturday,1,10.93333333,1958.00
10/21/2018,10843,39,NA,0.003,0,Sunday,1,10.9,1959.00
10/22/2018,16502,40,NA,0,0,Monday,0,10.85,1960.00
10/23/2018,19640,48,NA,0.003,0,Tuesday,0,10.8,1961.00
10/24/2018,17798,42,NA,0,0,Wednesday,0,10.76666667,1962.00
10/25/2018,17432,38,NA,0,0,Thursday,0,10.71666667,1963.00
10/26/2018,17004,40,NA,0.003,0,Friday,0,10.68333333,1964.00
10/27/2018,3642,47,NA,1.27,0,Saturday,1,10.65,1965.00
10/28/2018,12312,46,NA,0.07,0,Sunday,1,10.6,1966.00
10/29/2018,16902,47,NA,0.03,0,Monday,0,10.55,1967.00
10/30/2018,18644,41,NA,0,0,Tuesday,0,10.51666667,1968.00
10/31/2018,19569,49,NA,0,0,Wednesday,0,10.48333333,1969.00
11/1/2018,21350,58,NA,0,0,Thursday,0,10.43333333,1970.00
11/2/2018,18365,64,NA,0.22,0,Friday,0,10.4,1971.00
11/3/2018,13842,50,NA,0.37,0,Saturday,1,10.36666667,1972.00
11/4/2018,14593,42,NA,0,0,Sunday,1,10.31666667,1973.00
11/5/2018,9802,49,NA,0.3,0,Monday,0,10.28333333,1974.00
11/6/2018,11515,54,NA,0.68,0,Tuesday,0,10.25,1975.00
11/7/2018,19450,49,NA,0,0,Wednesday,0,10.21666667,1976.00
11/8/2018,18610,42,NA,0,0,Thursday,0,10.16666667,1977.00
11/9/2018,10645,44,NA,0.77,0,Friday,0,10.11666667,1978.00
11/10/2018,11053,37,NA,0.03,0,Saturday,1,10.08333333,1979.00
11/11/2018,10688,33,NA,0,0,Sunday,1,10.05,1980.00
11/12/2018,14983,38,NA,0.04,0,Monday,0,10.03333333,1981.00
11/13/2018,10727,44,NA,1.06,0,Tuesday,0,10,1982.00
11/14/2018,14389,30,NA,0,0,Wednesday,0,9.966666667,1983.00
11/15/2018,7279,29,NA,1.16,0,Thursday,0,9.916666667,1984.00
11/16/2018,9849,37,NA,0.31,4,Friday,0,9.883333333,1985.00
11/17/2018,11192,38,NA,0,2,Saturday,1,9.85,1986.00
11/18/2018,10266,36,NA,0,0,Sunday,1,9.833333333,1987.00
11/19/2018,16010,43,NA,0,0,Monday,0,9.8,1988.00
11/20/2018,14898,40,NA,0.003,0,Tuesday,0,9.766666667,1989.00
11/21/2018,11406,32,NA,0.003,0,Wednesday,0,9.733333333,1990.00
11/22/2018,2606,17,NA,0,0,Thursday,0,9.7,1991.00
11/23/2018,4743,19,NA,0,0,Friday,0,9.666666667,1992.00
11/24/2018,5848,37,NA,0.97,0,Saturday,1,9.65,1993.00
11/25/2018,9931,46,NA,0.81,0,Sunday,1,9.616666667,1994.00
11/26/2018,8419,46,NA,0.85,0,Monday,0,9.6,1995.00
11/27/2018,14264,37,NA,0.03,0,Tuesday,0,9.566666667,1996.00
11/28/2018,13992,34,NA,0,0,Wednesday,0,9.55,1997.00
11/29/2018,14670,35,NA,0,0,Thursday,0,9.533333333,1998.00
11/30/2018,13394,36,NA,0.02,0,Friday,0,9.5,1999.00
12/1/2018,10902,38,NA,0.05,0,Saturday,1,9.483333333,2000.00
12/2/2018,5292,49,NA,0.59,0,Sunday,1,9.45,2001.00
12/3/2018,15747,47,NA,0,0,Monday,0,9.433333333,2002.00
12/4/2018,14142,31,NA,0,0,Tuesday,0,9.416666667,2003.00
12/5/2018,13376,27,NA,0,0,Wednesday,0,9.4,2004.00
12/6/2018,13544,31,NA,0,0,Thursday,0,9.383333333,2005.00
12/7/2018,12581,28,NA,0,0,Friday,0,9.366666667,2006.00
