date,nrides,Temperature,WindSpeed,Precipitation,SnowDepth,day,weekend,LD,timept
12/8/2018,8815,25,NA,0,0,Saturday,1,9.35,2007.00
12/9/2018,7863,27,NA,0,0,Sunday,1,9.333333333,2008.00
12/10/2018,12576,28,NA,0,0,Monday,0,9.316666667,2009.00
12/11/2018,13837,30,NA,0,0,Tuesday,0,9.3,2010.00
12/12/2018,13868,31,NA,0,0,Wednesday,0,9.283333333,2011.00
12/13/2018,12004,34,NA,0.03,0,Thursday,0,9.3,2012.00
12/14/2018,13225,44,NA,0.1,0,Friday,0,9.283333333,2013.00
12/15/2018,10602,47,NA,0.14,0,Saturday,1,9.266666667,2014.00
12/16/2018,2815,38,NA,1.43,0,Sunday,1,9.25,2015.00
12/17/2018,13225,37,NA,0.03,0,Monday,0,9.266666667,2016.00
12/18/2018,12164,27,NA,0,0,Tuesday,0,9.25,2017.00
12/19/2018,12654,29,NA,0,0,Wednesday,0,9.25,2018.00
12/20/2018,9512,40,NA,0.22,0,Thursday,0,9.25,2019.00
12/21/2018,6902,56,NA,1.61,0,Friday,0,9.233333333,2020.00
12/22/2018,7036,41,NA,0.02,0,Saturday,1,9.25,2021.00
12/23/2018,6363,34,NA,0,0,Sunday,1,9.233333333,2022.00
12/24/2018,5436,35,NA,0.12,0,Monday,0,9.25,2023.00
12/25/2018,3300,31,NA,0,0,Tuesday,0,9.266666667,2024.00
12/26/2018,7261,32,NA,0,0,Wednesday,0,9.25,2025.00
12/27/2018,8928,36,NA,0,0,Thursday,0,9.266666667,2026.00
12/28/2018,3538,51,NA,1.15,0,Friday,0,9.283333333,2027.00
12/29/2018,8287,43,NA,0,0,Saturday,1,9.266666667,2028.00
12/30/2018,6485,33,NA,0.003,0,Sunday,1,9.283333333,2029.00
12/31/2018,5593,40,NA,1.02,0,Monday,0,9.3,2030.00
1/1/2019,6314,45,NA,0.06,0,Tuesday,0,9.316666667,2031.00
1/2/2019,11053,32,NA,0,0,Wednesday,0,9.333333333,2032.00
1/3/2019,12181,36,NA,0,0,Thursday,0,9.35,2033.00
1/4/2019,12898,37,NA,0,0,Friday,0,9.366666667,2034.00
1/5/2019,5118,42,NA,0.5,0,Saturday,1,9.383333333,2035.00
1/6/2019,9456,35,NA,0.003,0,Sunday,1,9.4,2036.00
1/7/2019,10879,23,NA,0,0,Monday,0,9.4,2037.00
1/8/2019,12105,40,NA,0.17,0,Tuesday,0,9.416666667,2038.00
1/9/2019,13168,35,NA,0.06,0,Wednesday,0,9.433333333,2039.00
1/10/2019,11548,26,NA,0,0,Thursday,0,9.45,2040.00
1/11/2019,9615,20,NA,0,0,Friday,0,9.483333333,2041.00
1/12/2019,7323,21,NA,0,0,Saturday,1,9.516666667,2042.00
1/13/2019,6519,23,NA,0.003,0,Sunday,1,9.533333333,2043.00
1/14/2019,10255,22,NA,0,0,Monday,0,9.55,2044.00
1/15/2019,11637,25,NA,0,0,Tuesday,0,9.583333333,2045.00
1/16/2019,12152,30,NA,0,0,Wednesday,0,9.6,2046.00
1/17/2019,11360,23,NA,0,0,Thursday,0,9.633333333,2047.00
1/18/2019,10100,32,NA,0.05,1,Friday,0,9.65,2048.00
1/19/2019,7047,31,NA,0.29,0,Saturday,1,9.683333333,2049.00
1/20/2019,4200,28,NA,0.88,0,Sunday,1,9.716666667,2050.00
1/21/2019,2967,7,NA,0,0,Monday,0,9.75,2051.00
1/22/2019,8385,17,NA,0,0,Tuesday,0,9.766666667,2052.00
1/23/2019,12367,34,NA,0.003,0,Wednesday,0,9.8,2053.00
1/24/2019,5806,47,NA,1.33,0,Thursday,0,9.833333333,2054.00
1/25/2019,11493,28,NA,0,0,Friday,0,9.883333333,2055.00
1/26/2019,7916,23,NA,0,0,Saturday,1,9.9,2056.00
1/27/2019,8598,35,NA,0,0,Sunday,1,9.933333333,2057.00
1/28/2019,10447,23,NA,0,0,Monday,0,9.966666667,2058.00
1/29/2019,9029,32,NA,0.23,0,Tuesday,0,10.01666667,2059.00
1/30/2019,7352,17,NA,0.01,0,Wednesday,0,10.05,2060.00
1/31/2019,5426,6,NA,0,0,Thursday,0,10.08333333,2061.00
2/1/2019,7327,12,NA,0,0,Friday,0,10.11666667,2062.00
2/2/2019,6425,21,NA,0,0,Saturday,1,10.15,2063.00
2/3/2019,9248,36,NA,0,0,Sunday,1,10.2,2064.00
2/4/2019,13831,43,NA,0,0,Monday,0,10.23333333,2065.00
2/5/2019,16245,47,NA,0,0,Tuesday,0,10.26666667,2066.00
2/6/2019,11668,37,NA,0.45,0,Wednesday,0,10.3,2067.00
2/7/2019,12758,41,NA,0.07,0,Thursday,0,10.35,2068.00
2/8/2019,10628,39,NA,0.37,0,Friday,0,10.38333333,2069.00
2/9/2019,6839,22,NA,0,0,Saturday,1,10.41666667,2070.00
2/10/2019,7058,24,NA,0,0,Sunday,1,10.45,2071.00
2/11/2019,11159,29,NA,0.003,0,Monday,0,10.51666667,2072.00
2/12/2019,4845,28,NA,0.75,0,Tuesday,0,10.55,2073.00
2/13/2019,10264,32,NA,0.08,1,Wednesday,0,10.58333333,2074.00
2/14/2019,12198,32,NA,0.003,0,Thursday,0,10.61666667,2075.00
2/15/2019,13856,45,NA,0,0,Friday,0,10.66666667,2076.00
2/16/2019,8988,31,NA,0,0,Saturday,1,10.71666667,2077.00
2/17/2019,7066,27,NA,0.04,0,Sunday,1,10.75,2078.00
2/18/2019,7499,32,NA,0.09,0,Monday,0,10.8,2079.00
2/19/2019,9891,23,NA,0,0,Tuesday,0,10.83333333,2080.00
2/20/2019,5951,26,NA,0.57,0,Wednesday,0,10.86666667,2081.00
2/21/2019,11559,38,NA,0.1,1,Thursday,0,10.93333333,2082.00
2/22/2019,12377,34,NA,0,0,Friday,0,10.96666667,2083.00
2/23/2019,9097,33,NA,0.01,0,Saturday,1,11.01666667,2084.00
2/24/2019,7015,40,NA,0.58,0,Sunday,1,11.05,2085.00
2/25/2019,9867,29,NA,0.003,0,Monday,0,11.1,2086.00
2/26/2019,10991,23,NA,0,0,Tuesday,0,11.13333333,2087.00
2/27/2019,10672,22,NA,0.003,0,Wednesday,0,11.2,2088.00
2/28/2019,11090,26,NA,0.03,0.003,Thursday,0,11.23333333,2089.00
3/1/2019,8900,28,NA,0.11,1,Friday,0,11.28333333,2090.00
3/2/2019,5237,33,NA,0.53,4,Saturday,1,11.31666667,2091.00
3/3/2019,6807,33,NA,0.52,1,Sunday,1,11.36666667,2092.00
3/4/2019,8416,30,NA,0.29,4,Monday,0,11.4,2093.00
3/5/2019,10596,21,NA,0,2,Tuesday,0,11.45,2094.00
3/6/2019,9712,17,NA,0.003,1,Wednesday,0,11.5,2095.00
3/7/2019,11040,20,NA,0,1,Thursday,0,11.55,2096.00
3/8/2019,12315,26,NA,0,0,Friday,0,11.6,2097.00
3/9/2019,11800,33,NA,0,0,Saturday,1,11.63333333,2098.00
3/10/2019,5799,37,NA,0.54,0,Sunday,1,11.68333333,2099.00
3/11/2019,15641,39,9.2,0,0,Monday,0,11.71666667,2100.00
3/12/2019,13823,31,9,0,0,Tuesday,0,11.76666667,2101.00
3/13/2019,14904,33,2.5,0,0,Wednesday,0,11.81666667,2102.00
3/14/2019,17191,42,2.9,0,0,Thursday,0,11.85,2103.00
3/15/2019,16907,55,2.2,0.39,0,Friday,0,11.9,2104.00
3/16/2019,12408,37,10,0,0,Saturday,1,11.95,2105.00
3/17/2019,10954,30,6.2,0,0,Sunday,1,12,2106.00
3/18/2019,13998,30,2,0,0,Monday,0,12.05,2107.00
3/19/2019,15659,33,3.1,0,0,Tuesday,0,12.1,2108.00
3/20/2019,16571,38,2.9,0,0,Wednesday,0,12.13333333,2109.00
3/21/2019,6416,41,7.9,0.75,0,Thursday,0,12.18333333,2110.00
3/22/2019,10921,40,10.7,0.68,0,Friday,0,12.23333333,2111.00
3/23/2019,11468,32,9.9,0,0,Saturday,1,12.26666667,2112.00
3/24/2019,15179,37,4.5,0,0,Sunday,1,12.31666667,2113.00
3/25/2019,16410,40,4.3,0.003,0,Monday,0,12.36666667,2114.00
3/26/2019,16788,30,7.9,0,0,Tuesday,0,12.4,2115.00
3/27/2019,16569,31,4.1,0,0,Wednesday,0,12.45,2116.00
3/28/2019,17748,38,1.6,0.003,0,Thursday,0,12.48333333,2117.00
3/29/2019,17825,48,2,0.003,0,Friday,0,12.53333333,2118.00
3/30/2019,20225,51,3.4,0,0,Saturday,1,12.58333333,2119.00
3/31/2019,10059,46,5.9,0.06,0,Sunday,1,12.61666667,2120.00
4/1/2019,15443,31,7.2,0,0,Monday,0,12.66666667,2121.00
4/2/2019,17268,37,4.4,0.003,0,Tuesday,0,12.71666667,2122.00
4/3/2019,20639,42,7.3,0,0,Wednesday,0,12.76666667,2123.00
4/4/2019,20310,38,6.8,0,0,Thursday,0,12.81666667,2124.00
4/5/2019,10634,35,5.8,0.2,0,Friday,0,12.86666667,2125.00
4/6/2019,19992,45,3.4,0,0,Saturday,1,12.9,2126.00
4/7/2019,19358,49,1.6,0,0,Sunday,1,12.95,2127.00
4/8/2019,21721,56,3.6,0.26,0,Monday,0,12.98333333,2128.00
4/9/2019,18011,46,3,0.03,0,Tuesday,0,13.03333333,2129.00
4/10/2019,21404,42,6.4,0,0,Wednesday,0,13.08333333,2130.00
4/11/2019,18469,37,3.1,0,0,Thursday,0,13.11666667,2131.00
4/12/2019,17523,47,3.7,0.63,0,Friday,0,13.16666667,2132.00
4/13/2019,21270,57,2.8,0.24,0,Saturday,1,13.2,2133.00
4/14/2019,17242,60,1.6,0.01,0,Sunday,1,13.25,2134.00
4/15/2019,13344,48,8.4,0.96,0,Monday,0,13.28333333,2135.00
4/16/2019,18443,41,9.4,0.003,0,Tuesday,0,13.33333333,2136.00
4/17/2019,19091,44,3.1,0.01,0,Wednesday,0,13.38333333,2137.00
4/18/2019,18097,51,3.6,0.003,0,Thursday,0,13.41666667,2138.00
4/19/2019,19142,58,3.3,0.01,0,Friday,0,13.46666667,2139.00
4/20/2019,10926,43,3.8,0.7,0,Saturday,1,13.5,2140.00
4/21/2019,15615,52,3.3,0,0,Sunday,1,13.55,2141.00
4/22/2019,12916,48,4.4,0.24,0,Monday,0,13.58333333,2142.00
4/23/2019,22409,57,1.9,0.08,0,Tuesday,0,13.63333333,2143.00
4/24/2019,22807,53,5.9,0.003,0,Wednesday,0,13.68333333,2144.00
4/25/2019,17652,48,3.4,0.02,0,Thursday,0,13.71666667,2145.00
4/26/2019,10847,51,4.8,1.03,0,Friday,0,13.76666667,2146.00
4/27/2019,16534,43,7,0.07,0,Saturday,1,13.8,2147.00
4/28/2019,11844,44,3.9,0.01,0,Sunday,1,13.83333333,2148.00
4/29/2019,17783,42,2.7,0.01,0,Monday,0,13.88333333,2149.00
4/30/2019,17965,50,2.1,0.04,0,Tuesday,0,13.91666667,2150.00
5/1/2019,17996,49,2.5,0,0,Wednesday,0,13.95,2151.00
5/2/2019,20146,55,2.6,0.01,0,Thursday,0,14,2152.00
5/3/2019,18247,51,2.4,0.06,0,Friday,0,14.03333333,2153.00
5/4/2019,16002,57,1.2,0.11,0,Saturday,1,14.06666667,2154.00
5/5/2019,4544,52,7.2,1.31,0,Sunday,1,14.1,2155.00
5/6/2019,20279,53,4.1,0,0,Monday,0,14.13333333,2156.00
5/7/2019,21026,55,1.3,0.11,0,Tuesday,0,14.18333333,2157.00
5/8/2019,22329,54,4.5,0,0,Wednesday,0,14.21666667,2158.00
5/9/2019,19444,49,5.5,0,0,Thursday,0,14.25,2159.00
5/10/2019,19922,60,1.5,0.04,0,Friday,0,14.28333333,2160.00
5/11/2019,20473,53,3.2,0.04,0,Saturday,1,14.31666667,2161.00
5/12/2019,3126,46,8.4,1.32,0,Sunday,1,14.35,2162.00
5/13/2019,6525,45,5.5,0.7,0,Monday,0,14.38333333,2163.00
5/14/2019,12323,46,2.3,0.3,0,Tuesday,0,14.41666667,2164.00
5/15/2019,21376,50,3.7,0.01,0,Wednesday,0,14.45,2165.00
5/16/2019,22420,54,2.7,0.12,0,Thursday,0,14.48333333,2166.00
5/17/2019,21074,60,4.9,0.03,0,Friday,0,14.51666667,2167.00
5/18/2019,21333,53,2.7,0,0,Saturday,1,14.55,2168.00
5/19/2019,20342,63,3,0.06,0,Sunday,1,14.58333333,2169.00
5/20/2019,21938,65,5.4,0.003,0,Monday,0,14.61666667,2170.00
5/21/2019,23186,51,5.9,0,0,Tuesday,0,14.63333333,2171.00
5/22/2019,24179,52,4.2,0,0,Wednesday,0,14.66666667,2172.00
5/23/2019,16759,60,4,0.48,0,Thursday,0,14.7,2173.00
5/24/2019,22295,59,7.6,0,0,Friday,0,14.71666667,2174.00
5/25/2019,17551,55,4,0,0,Saturday,1,14.73333333,2175.00
5/26/2019,14824,65,4.3,0.2,0,Sunday,1,14.76666667,2176.00
5/27/2019,19215,60,3.6,0,0,Monday,0,14.8,2177.00
5/28/2019,17274,62,4.2,0.17,0,Tuesday,0,14.81666667,2178.00
5/29/2019,15914,60,4.6,0.8,0,Wednesday,0,14.85,2179.00
5/30/2019,15119,60,2.1,0.95,0,Thursday,0,14.85,2180.00
5/31/2019,24128,64,2.7,0.003,0,Friday,0,14.88333333,2181.00
6/1/2019,22564,62,2.6,0,0,Saturday,1,14.9,2182.00
6/2/2019,19644,64,3.8,0.86,0,Sunday,1,14.93333333,2183.00
6/3/2019,22898,52,5.3,0,0,Monday,0,14.93333333,2184.00
6/4/2019,24498,52,3.8,0,0,Tuesday,0,14.95,2185.00
6/5/2019,22986,64,4.4,0.003,0,Wednesday,0,14.98333333,2186.00
6/6/2019,23713,68,4.7,0.04,0,Thursday,0,14.98333333,2187.00
6/7/2019,23908,64,2.2,0,0,Friday,0,15,2188.00
6/8/2019,22597,60,6.3,0,0,Saturday,1,15,2189.00
6/9/2019,21403,57,6.4,0,0,Sunday,1,15.03333333,2190.00
6/10/2019,10726,62,6.6,0.62,0,Monday,0,15.05,2191.00
6/11/2019,23111,60,6.3,0.45,0,Tuesday,0,15.05,2192.00
6/12/2019,25161,56,4.1,0,0,Wednesday,0,15.06666667,2193.00
6/13/2019,14477,58,5.7,0.6,0,Thursday,0,15.06666667,2194.00
6/14/2019,23254,57,6,0,0,Friday,0,15.06666667,2195.00
6/15/2019,21691,59,4.5,0,0,Saturday,1,15.08333333,2196.00
6/16/2019,16239,67,5.2,0.04,0,Sunday,1,15.08333333,2197.00
6/17/2019,21202,67,1.4,0.003,0,Monday,0,15.1,2198.00
6/18/2019,10538,69,1.7,0.79,0,Tuesday,0,15.1,2199.00
6/19/2019,18243,67,2.9,0.11,0,Wednesday,0,15.1,2200.00
6/20/2019,17760,69,3.1,0.42,0,Thursday,0,15.1,2201.00
6/21/2019,19103,64,5.1,0.53,0,Friday,0,15.1,2202.00
6/22/2019,22421,59,5.5,0,0,Saturday,1,15.1,2203.00
6/23/2019,22543,61,4.6,0,0,Sunday,1,15.1,2204.00
6/24/2019,23719,65,1.8,0,0,Monday,0,15.1,2205.00
6/25/2019,19569,72,2,0.86,0,Tuesday,0,15.08333333,2206.00
6/26/2019,24531,68,3.2,0,0,Wednesday,0,15.08333333,2207.00
6/27/2019,23620,67,2.7,0,0,Thursday,0,15.08333333,2208.00
6/28/2019,22732,67,2.5,0,0,Friday,0,15.06666667,2209.00
6/29/2019,18442,71,4.7,0.08,0,Saturday,1,15.06666667,2210.00
6/30/2019,18583,66,5.1,0.06,0,Sunday,1,15.05,2211.00
7/1/2019,23001,64,4.5,0,0,Monday,0,15.05,2212.00
7/2/2019,22698,68,2.5,0.02,0,Tuesday,0,15.03333333,2213.00
7/3/2019,21646,71,1.8,0.003,0,Wednesday,0,15.03333333,2214.00
7/4/2019,15312,70,2.7,0,0,Thursday,0,15.01666667,2215.00
7/5/2019,16929,73,3,0,0,Friday,0,15,2216.00
7/6/2019,14699,75,3.3,0.003,0,Saturday,1,14.98333333,2217.00
7/7/2019,17936,70,4.8,0,0,Sunday,1,14.98333333,2218.00
7/8/2019,19847,66,2.6,0.04,0,Monday,0,14.95,2219.00
7/9/2019,24445,68,2.7,0,0,Tuesday,0,14.93333333,2220.00
7/10/2019,24387,71,2.5,0,0,Wednesday,0,14.93333333,2221.00
7/11/2019,15572,71,4.4,0.79,0,Thursday,0,14.9,2222.00
7/12/2019,23419,70,5.1,0,0,Friday,0,14.88333333,2223.00
7/13/2019,22332,68,3.8,0,0,Saturday,1,14.85,2224.00
7/14/2019,19880,68,4.9,0,0,Sunday,1,14.85,2225.00
7/15/2019,24017,65,3,0,0,Monday,0,14.81666667,2226.00
7/16/2019,24486,70,2.9,0,0,Tuesday,0,14.8,2227.00
7/17/2019,20563,75,3.5,1.82,0,Wednesday,0,14.76666667,2228.00
7/18/2019,17767,73,4.8,0.51,0,Thursday,0,14.73333333,2229.00
7/19/2019,21787,75,3.6,0,0,Friday,0,14.73333333,2230.00
7/20/2019,14954,77,4.2,0,0,Saturday,1,14.7,2231.00
7/21/2019,14062,77,4.5,0.003,0,Sunday,1,14.66666667,2232.00
7/22/2019,15363,73,2.6,1.66,0,Monday,0,14.63333333,2233.00
7/23/2019,19741,67,4.1,0.53,0,Tuesday,0,14.6,2234.00
7/24/2019,25941,66,2.8,0.02,0,Wednesday,0,14.58333333,2235.00
7/25/2019,25621,66,1.7,0,0,Thursday,0,14.55,2236.00
7/26/2019,24153,67,1.6,0,0,Friday,0,14.53333333,2237.00
7/27/2019,21240,69,2.8,0,0,Saturday,1,14.5,2238.00
7/28/2019,19687,70,5.3,0.01,0,Sunday,1,14.46666667,2239.00
7/29/2019,23402,72,4.4,0,0,Monday,0,14.43333333,2240.00
7/30/2019,23851,74,3.4,0.01,0,Tuesday,0,14.4,2241.00
7/31/2019,19757,71,2.8,0.36,0,Wednesday,0,14.36666667,2242.00
8/1/2019,26208,68,2.2,0,0,Thursday,0,14.33333333,2243.00
8/2/2019,24214,68,3.5,0,0,Friday,0,14.3,2244.00
8/3/2019,22703,71,3.6,0.21,0,Saturday,1,14.25,2245.00
8/4/2019,19521,70,2.6,0,0,Sunday,1,14.21666667,2246.00
8/5/2019,24068,67,4.4,0,0,Monday,0,14.18333333,2247.00
8/6/2019,24174,71,3.1,0.04,0,Tuesday,0,14.15,2248.00
8/7/2019,15086,71,2.7,1.18,0,Wednesday,0,14.11666667,2249.00
8/8/2019,23559,69,4.7,0.2,0,Thursday,0,14.08333333,2250.00
8/9/2019,23198,66,3.6,0.08,0,Friday,0,14.03333333,2251.00
8/10/2019,24107,61,5.1,0,0,Saturday,1,14,2252.00
8/11/2019,21279,64,3.1,0,0,Sunday,1,13.96666667,2253.00
8/12/2019,23984,65,3.6,0,0,Monday,0,13.91666667,2254.00
8/13/2019,21846,70,3.5,0.07,0,Tuesday,0,13.88333333,2255.00
8/14/2019,21984,71,3.5,0.003,0,Wednesday,0,13.85,2256.00
8/15/2019,24862,69,4.1,0,0,Thursday,0,13.8,2257.00
8/16/2019,23923,69,2.6,0,0,Friday,0,13.76666667,2258.00
8/17/2019,23076,73,3.4,0.003,0,Saturday,1,13.71666667,2259.00
8/18/2019,16468,73,2.3,0.64,0,Sunday,1,13.68333333,2260.00
8/19/2019,21960,74,2.8,0,0,Monday,0,13.65,2261.00
8/20/2019,24109,71,2.8,0,0,Tuesday,0,13.6,2262.00
8/21/2019,21083,74,3,0.1,0,Wednesday,0,13.56666667,2263.00
8/22/2019,21405,72,3.9,1.01,0,Thursday,0,13.51666667,2264.00
8/23/2019,18548,65,3.4,0.09,0,Friday,0,13.48333333,2265.00
8/24/2019,21793,59,5.1,0,0,Saturday,1,13.43333333,2266.00
8/25/2019,21264,61,8.9,0,0,Sunday,1,13.4,2267.00
8/26/2019,23156,59,6.2,0,0,Monday,0,13.35,2268.00
8/27/2019,24891,62,3.1,0,0,Tuesday,0,13.31666667,2269.00
8/28/2019,19254,68,3.9,0.08,0,Wednesday,0,13.26666667,2270.00
8/29/2019,24640,63,4.1,0,0,Thursday,0,13.21666667,2271.00
8/30/2019,22695,66,4.1,0,0,Friday,0,13.18333333,2272.00
8/31/2019,18891,NA,5.8,0,0,Saturday,1,13.13333333,2273.00
9/1/2019,18417,62,4.4,0,0,Sunday,1,13.1,2274.00
9/2/2019,11049,68,2.5,0.3,0,Monday,0,13.06666667,2275.00
9/3/2019,24755,65,3.3,0,0,Tuesday,0,13.01666667,2276.00
9/4/2019,25085,69,3.8,0,0,Wednesday,0,12.98333333,2277.00
9/5/2019,25905,61,5.1,0,0,Thursday,0,12.93333333,2278.00
9/6/2019,16049,60,8.3,0.32,0,Friday,0,12.88333333,2279.00
9/7/2019,22948,58,4.4,0.02,0,Saturday,1,12.85,2280.00
9/8/2019,21584,62,2.2,0,0,Sunday,1,12.8,2281.00
9/9/2019,25301,63,4.4,0.003,0,Monday,0,12.75,2282.00
9/10/2019,25933,67,2.9,0.01,0,Tuesday,0,12.71666667,2283.00
9/11/2019,26661,71,5.2,0,0,Wednesday,0,12.66666667,2284.00
9/12/2019,20677,68,4.8,0.17,0,Thursday,0,12.61666667,2285.00
9/13/2019,25648,57,6.5,0,0,Friday,0,12.58333333,2286.00
9/14/2019,22129,65,2.9,0,0,Saturday,1,12.53333333,2287.00
9/15/2019,23440,65,2.3,0,0,Sunday,1,12.48333333,2288.00
9/16/2019,24074,65,2.1,0.003,0,Monday,0,12.45,2289.00
9/17/2019,27208,56,5.6,0,0,Tuesday,0,12.4,2290.00
9/18/2019,26335,55,6.4,0,0,Wednesday,0,12.35,2291.00
9/19/2019,26430,50,3,0,0,Thursday,0,12.31666667,2292.00
9/20/2019,26570,56,4.7,0,0,Friday,0,12.26666667,2293.00
9/21/2019,28332,60,2.6,0,0,Saturday,1,12.21666667,2294.00
9/22/2019,22206,67,3.5,0,0,Sunday,1,12.16666667,2295.00
9/23/2019,24828,69,5.4,0.11,0,Monday,0,12.13333333,2296.00
9/24/2019,27725,60,5.7,0,0,Tuesday,0,12.08333333,2297.00
9/25/2019,27918,58,3.3,0,0,Wednesday,0,12.03333333,2298.00
9/26/2019,24988,63,3.5,0.02,0,Thursday,0,12,2299.00
9/27/2019,27246,58,3.5,0,0,Friday,0,11.95,2300.00
9/28/2019,23834,67,2.8,0,0,Saturday,1,11.9,2301.00
9/29/2019,22210,62,6.3,0,0,Sunday,1,11.86666667,2302.00
9/30/2019,22264,57,6.9,0,0,Monday,0,11.81666667,2303.00
10/1/2019,25501,65,3.7,0,0,Tuesday,0,11.76666667,2304.00
10/2/2019,23284,70,6.4,0.03,0,Wednesday,0,11.73333333,2305.00
10/3/2019,11444,55,6.3,0.34,0,Thursday,0,11.68333333,2306.00
10/4/2019,24060,52,6.9,0.003,0,Friday,0,11.63333333,2307.00
10/5/2019,20259,45,4.9,0,0,Saturday,1,11.6,2308.00
10/6/2019,17763,60,2.8,0.01,0,Sunday,1,11.55,2309.00
10/7/2019,22429,64,4.1,0.2,0,Monday,0,11.5,2310.00
10/8/2019,23535,54,7.9,0.02,0,Tuesday,0,11.46666667,2311.00
10/9/2019,14485,51,10.5,0.54,0,Wednesday,0,11.41666667,2312.00
10/10/2019,24152,NA,9.5,0.003,0,Thursday,0,11.38333333,2313.00
10/11/2019,23379,50,9.2,0,0,Friday,0,11.31666667,2314.00
10/12/2019,20593,54,3.6,0,0,Saturday,1,11.28333333,2315.00
10/13/2019,19457,53,2.1,0.003,0,Sunday,1,11.23333333,2316.00
10/14/2019,22671,55,4,0,0,Monday,0,11.18333333,2317.00
10/15/2019,24249,49,3,0,0,Tuesday,0,11.15,2318.00
10/16/2019,12832,56,6.4,1.83,0,Wednesday,0,11.1,2319.00
10/17/2019,19574,47,11.6,0,0,Thursday,0,11.06666667,2320.00
10/18/2019,21360,NA,8.7,0,0,Friday,0,11.01666667,2321.00
10/19/2019,19398,NA,2.6,0,0,Saturday,1,10.98333333,2322.00
10/20/2019,8417,56,4.4,0.54,0,Sunday,1,10.93333333,2323.00
10/21/2019,23076,54,4.1,0.003,0,Monday,0,10.9,2324.00
10/22/2019,15920,58,4.4,0.57,0,Tuesday,0,10.85,2325.00
10/23/2019,23488,55,6.2,0.01,0,Wednesday,0,10.8,2326.00
10/24/2019,24544,48,3.2,0,0,Thursday,0,10.76666667,2327.00
10/25/2019,23601,53,3,0,0,Friday,0,10.71666667,2328.00
10/26/2019,20034,51,3.4,0.01,0,Saturday,1,10.68333333,2329.00
10/27/2019,7705,NA,4.8,1.38,0,Sunday,1,10.65,2330.00
10/28/2019,22486,57,3.6,0,0,Monday,0,10.6,2331.00
10/29/2019,15814,56,4.1,0.07,0,Tuesday,0,10.55,2332.00
10/30/2019,20073,59,3.1,0.06,0,Wednesday,0,10.51666667,2333.00
10/31/2019,14452,65,5.2,0.54,0,Thursday,0,10.48333333,2334.00
